C_SU_MATCH,grnofr,grnlof,,,,,,,,
S,100,183,0,0,0,0,0,4575,0,-818.27711106441
S,100,184,0,0,0,0,0,4600,0,-845.983701075446
S,100,185,0,0,0,0,0,4625,0,-871.575772413588
S,100,186,0,0,0,0,0,4650,0,-894.989358228584
S,100,187,0,0,0,0,0,4675,0,-916.165936749455
S,100,188,0,0,0,0,0,4700,0,-935.052577558449
S,100,189,-9.3,0,0,0,0,4725,0,-951.602073889516
S,100,190,0,0,0,0,0,4750,0,-965.773060620639
S,100,191,0,0,0,0,0,4775,0,-977.530117665097
S,100,192,0,0,0,0,0,4800,0,-986.843858503237
S,100,193,0,0,0,0,0,4825,0,-993.691003633464
S,100,194,0,0,0,0,0,4850,0,-998.054438758879
S,100,195,0,0,0,0,0,4875,0,-999.923257564101
S,100,196,0,0,0,0,0,4900,0,-999.292788975378
S,100,197,0,0,0,0,0,4925,0,-996.164608835841
S,100,198,0,0,0,0,0,4950,0,-990.546535966713
S,100,199,0,0,0,0,0,4975,0,-982.452612624332
S,100,200,0,0,0,0,0,5000,0,-971.903069401821
S,100,201,0,0,0,0,0,5025,0,-958.924274663139
S,100,202,0,0,0,0,0,5050,0,-943.548668635907
S,100,203,0,0,0,0,0,5075,0,-925.814682327732
S,100,204,0,0,0,0,0,5100,0,-905.766641468704
S,100,205,0,0,0,0,0,5125,0,-883.454655720153
S,100,206,0,0,0,0,0,5150,0,-858.934493426592
S,100,207,15,0,0,0,0,5175,0,-832.267442223901
S,100,208,0,0,0,0,0,5200,0,-803.520155852156
S,100,209,0,0,0,0,0,5225,0,-772.764487555987
S,100,210,0,0,0,0,0,5250,0,-740.077310488894
S,100,211,0,0,0,0,0,5275,0,-705.540325570392
S,100,212,0,0,0,0,0,5300,0,-669.239857276262
S,100,213,0,0,0,0,0,5325,0,-631.266637872322
S,100,214,0,0,0,0,0,5350,0,-591.715580631009
S,100,215,0,0,0,0,0,5375,0,-550.685542597638
S,100,216,0,0,0,0,0,5400,0,-508.279077499258
S,100,217,0,0,0,0,0,5425,0,-464.602179413757
S,100,218,0,0,0,0,0,5450,0,-419.76401783986
S,100,219,0,0,0,0,0,5475,0,-373.876664830236
S,100,220,0,0,0,0,0,5500,0,-327.054814869741
S,100,221,0,0,0,0,0,5525,0,-279.415498198926
S,100,222,0,0,0,0,0,5550,0,-231.077788299392
S,100,223,0,0,0,0,0,5575,0,-182.162504272096
S,100,224,0,0,0,0,0,5600,0,-132.791908852517
S,100,225,0,0,0,0,0,5625,0,-83.0894028174964
S,100,226,0,0,0,0,0,5650,0,-33.1792165475568
S,100,227,0,0,0,0,0,5675,0,16.8139004843497
S,100,228,0,0,0,0,0,5700,0,66.7649915215555
S,100,229,12,0,0,0,0,5725,0,116.549204850494
S,100,230,0,0,0,0,0,5750,0,166.042105864957
S,100,231,0,0,0,0,0,5775,0,215.119988087815
S,100,232,0,0,0,0,0,5800,0,263.660182372778
S,100,233,0,0,0,0,0,5825,0,311.541363513378
S,100,234,0,0,0,0,0,5850,0,358.6438534928
S,100,235,0,0,0,0,0,5875,0,404.849920616598
S,100,236,0,0,0,0,0,5900,0,450.044073780618
S,100,237,0,0,0,0,0,5925,0,494.113351138608
S,100,238,0,0,0,0,0,5950,0,536.947602448011
S,100,239,0,0,0,0,0,5975,0,578.4397643882
S,100,240,0,0,0,0,0,6000,0,618.486128163024
S,100,241,0,0,0,0,0,6025,0,656.986598718789
S,100,242,0,0,0,0,0,6050,0,693.844944929764
S,100,243,0,0,0,0,0,6075,0,728.969040125876
S,100,244,0,0,0,0,0,6100,0,762.271092361411
S,100,245,0,0,0,0,0,6125,0,793.667863849153
S,100,246,0,0,0,0,0,6150,0,823.080879011505
S,100,247,0,0,0,0,0,6175,0,850.436620628564
S,100,248,0,0,0,0,0,6200,0,875.666713592882
S,100,249,0,0,0,0,0,6225,0,898.708095811627
S,100,250,0,0,0,0,0,6250,0,919.503175828971
S,100,251,0,0,0,0,0,6275,0,937.999976774739
S,100,252,0,0,0,0,0,6300,0,954.152266279515
S,100,253,0,0,0,0,0,6325,0,967.919672031486
S,100,254,0,0,0,0,0,6350,0,979.2677826862
S,100,255,0,0,0,0,0,6375,0,988.168233877
S,100,256,0,0,0,0,0,6400,0,994.598779111176
S,100,257,10,0,0,0,0,6425,0,998.543345374605
S,100,258,0,0,0,0,0,6450,0,999.992073305919
S,100,259,0,0,0,0,0,6475,0,998.941341839772
S,100,260,0,0,0,0,0,6500,0,995.39377725762
S,100,261,0,0,0,0,0,6525,0,989.358246623382
S,100,262,0,0,0,0,0,6550,0,980.849835620399
S,100,263,0,0,0,0,0,6575,0,969.889810845086
S,100,264,0,0,0,0,0,6600,0,956.505566651509
S,100,265,0,0,0,0,0,6625,0,940.730556679773
S,100,266,0,0,0,0,0,6650,0,922.60421023934
S,100,267,0,0,0,0,0,6675,0,902.171833756293
S,100,268,0,0,0,0,0,6700,0,879.484497530865
S,100,269,0,0,0,0,0,6725,0,854.598908088281
S,100,270,0,0,0,0,0,6750,0,827.577266441984
S,100,271,0,0,0,0,0,6775,0,798.48711262349
S,100,272,0,0,0,0,0,6800,0,767.401156867487
S,100,273,0,0,0,0,0,6825,0,734.397097874113
S,100,274,0,0,0,0,0,6850,0,699.557428602668
S,100,275,0,0,0,0,0,6875,0,662.969230082183
S,100,276,0,0,0,0,0,6900,0,624.723953754192
S,100,277,0,0,0,0,0,6925,0,584.917192891762
S,100,278,0,0,0,0,0,6950,0,543.648443666088
S,100,279,0,0,0,0,0,6975,0,501.020856457885
S,100,280,0,0,0,0,0,7000,0,457.140978035156
S,100,281,0,0,0,0,0,7025,0,412.118485241757
S,100,282,0,0,0,0,0,7050,0,366.065910862411
S,100,283,0,0,0,0,0,7075,0,319.098362349352
S,100,284,0,0,0,0,0,7100,0,271.333234113633
S,100,285,0,0,0,0,0,7125,0,222.889914100248
S,100,286,0,0,0,0,0,7150,0,173.889485380434
S,100,287,0,0,0,0,0,7175,0,124.454423507062
S,100,288,5,0,0,0,0,7200,0,74.7082903895348
S,100,289,0,0,0,0,0,7225,0,24.7754254533578
S,100,290,0,0,0,0,0,7250,0,16.8139004843497
S,100,291,0,0,0,0,0,7275,0,50.1270098821727
S,100,292,0,0,0,0,0,7300,0,83.3844277592577
S,100,293,0,0,0,0,0,7325,0,116.549204850494
S,100,294,0,0,0,0,0,7350,0,149.584494815443
S,100,295,0,0,0,0,0,7375,0,182.453595174934
S,100,296,0,0,0,0,0,7400,0,215.119988087815
S,100,297,0,0,0,0,0,7425,0,247.547380922576
S,100,298,0,0,0,0,0,7450,0,279.699746578762
S,100,299,-9.4,0,0,0,0,7475,0,311.541363513378
S,100,300,0,0,0,0,0,7500,0,343.036855427817
S,100,301,0,0,0,0,0,7525,0,374.15123057122
S,100,302,0,0,0,0,0,7550,0,404.849920616598
S,100,303,0,0,0,0,0,7575,0,435.098819066531
S,100,304,0,0,0,0,0,7600,0,464.864319145763
S,100,305,0,0,0,0,0,7625,0,494.113351138608
S,100,306,0,0,0,0,0,7650,0,522.813419129679
S,100,307,0,0,0,0,0,7675,0,550.932637107115
S,100,308,0,0,0,0,0,7700,0,578.4397643882
S,100,309,0,0,0,0,0,7725,0,605.304240328025
S,100,310,0,0,0,0,0,7750,0,631.49621827261
S,100,311,0,0,0,0,0,7775,0,656.986598718789
S,100,312,0,0,0,0,0,7800,0,681.747061643991
S,100,313,0,0,0,0,0,7825,0,705.750097970022
S,100,314,0,0,0,0,0,7850,0,728.969040125876
S,100,315,8,0,0,0,0,7875,0,751.378091675628
S,100,316,0,0,0,0,0,7900,0,772.952355978483
S,100,317,0,0,0,0,0,7925,0,793.667863849153
S,100,318,0,0,0,0,0,7950,0,813.501600187817
S,100,319,0,0,0,0,0,7975,0,832.431529550086
S,100,320,0,0,0,0,0,8000,0,850.436620628564
S,100,321,0,0,0,0,0,8025,0,867.496869618806
S,100,322,0,0,0,0,0,8050,0,883.593322443704
S,100,323,0,0,0,0,0,8075,0,898.708095811627
S,100,324,0,0,0,0,0,8100,0,912.824397084904
S,100,325,0,0,0,0,0,8125,0,925.926542936584
S,100,326,0,0,0,0,0,8150,0,937.999976774739
S,100,327,0,0,0,0,0,8175,0,949.031284914958
S,100,328,9.4,0,0,0,0,8200,0,959.008211483064
S,100,329,0,0,0,0,0,8225,0,967.919672031486
S,100,330,0,0,0,0,0,8250,0,975.755765854177
S,100,331,0,0,0,0,0,8275,0,982.507786986373
S,100,332,0,0,0,0,0,8300,0,988.168233877
S,100,333,0,0,0,0,0,8325,0,992.730817722953
S,100,334,0,0,0,0,0,8350,0,996.190469456009
S,100,335,0,0,0,0,0,8375,0,998.543345374605
S,100,336,0,0,0,0,0,8400,0,999.786831414221
S,100,337,0,0,0,0,0,8425,0,999.919546051629
S,100,338,0,0,0,0,0,8450,0,998.941341839772
S,100,339,-8.2,0,0,0,0,8475,0,996.853305571586
S,100,340,0,0,0,0,0,8500,0,993.657757072557
S,100,341,0,0,0,0,0,8525,0,989.358246623382
S,100,342,0,0,0,0,0,8550,0,983.959551015572
S,100,343,0,0,0,0,0,8575,0,977.467668244402
S,100,344,0,0,0,0,0,8600,0,969.889810845086
S,100,345,0,0,0,0,0,8625,0,961.234397879594
S,100,346,0,0,0,0,0,8650,0,951.511045583001
S,100,347,0,0,0,0,0,8675,0,940.730556679773
S,100,348,0,0,0,0,0,8700,0,928.904908381851
S,100,349,0,0,0,0,0,8725,0,916.047239081869
S,100,350,0,0,0,0,0,8750,0,902.171833756293
S,100,351,0,0,0,0,0,8775,0,887.294108094694
S,100,352,0,0,0,0,0,8800,0,871.430591372789
S,100,353,0,0,0,0,0,8825,0,854.598908088281
S,100,354,0,0,0,0,0,8850,0,836.817758379893
S,100,355,0,0,0,0,0,8875,0,818.106897251369
S,100,356,0,0,0,0,0,8900,0,798.48711262349
S,100,357,0,0,0,0,0,8925,0,777.980202238534
S,100,358,0,0,0,0,0,8950,0,756.608949442798
S,100,359,0,0,0,0,0,8975,0,734.397097874113
S,100,360,0,0,0,0,0,9000,0,711.369325082472
S,100,361,0,0,0,0,0,9025,0,687.551215113062
S,100,362,0,0,0,0,0,9050,0,662.969230082183
S,100,363,0,0,0,0,0,9075,0,637.650680777621
S,100,364,0,0,0,0,0,9100,0,611.623696316129
S,100,365,0,0,0,0,0,9125,0,584.917192891762
S,100,366,0,0,0,0,0,9150,0,557.560841649729
S,100,367,0,0,0,0,0,9175,0,529.585035721521
S,100,368,0,0,0,0,0,9200,0,501.020856457885
S,100,369,0,0,0,0,0,9225,0,471.900038897186
S,100,370,0,0,0,0,0,9250,0,442.254936507523
S,100,371,0,0,0,0,0,9275,0,412.118485241757
S,100,372,0,0,0,0,0,9300,0,381.524166945395
S,100,373,0,0,0,0,0,9325,0,350.505972157986
S,100,374,0,0,0,0,0,9350,0,319.098362349352
S,100,375,0,0,0,0,0,9375,0,287.336231632608
S,100,376,0,0,0,0,0,9400,0,255.254867996518
S,100,377,-4.4,0,0,0,0,9425,0,222.889914100248
S,100,378,0,0,0,0,0,9450,0,190.277327674078
S,100,379,0,0,0,0,0,9475,0,157.453341570067
S,100,380,0,0,0,0,0,9500,0,124.454423507062
S,100,381,0,0,0,0,0,9525,0,91.3172355547493
S,100,382,0,0,0,0,0,9550,0,58.0785934018054
S,100,383,0,0,0,0,0,9575,0,24.7754254533578
S,100,384,0,0,0,0,0,9600,0,-8.55526819677596
S,100,385,0,0,0,0,0,9625,0,-41.8764568734967
S,100,386,0,0,0,0,0,9650,0,-75.1511204618093
S,100,387,0,0,0,0,0,9675,0,-108.342290536475
S,100,388,0,0,0,0,0,9700,0,-141.413091434235
S,100,389,0,0,0,0,0,9725,0,-174.32678122298
S,100,390,0,0,0,0,0,9750,0,-207.046792522333
S,100,391,0,0,0,0,0,9775,0,-239.536773130316
S,100,392,0,0,0,0,0,9800,0,-271.760626410942
S,100,393,0,0,0,0,0,9825,0,-303.682551397878
S,100,394,0,0,0,0,0,9850,0,-335.26708256961
S,100,395,0,0,0,0,0,9875,0,-366.479129251928
S,100,396,0,0,0,0,0,9900,0,-397.284014603962
S,100,397,0,0,0,0,0,9925,0,-427.64751414443
S,100,398,0,0,0,0,0,9950,0,-457.535893775321
S,100,399,0,0,0,0,0,9975,0,-486.915947260757
S,100,400,0,0,0,0,0,10000,0,-515.755033119393
S,100,401,0,0,0,0,0,10025,0,-544.02111088937
S,100,402,0,0,0,0,0,10050,0,-571.682776725536
S,100,403,0,0,0,0,0,10075,0,-598.709298289374
S,100,404,0,0,0,0,0,10100,0,-625.070648892882
S,100,405,0,0,0,0,0,10125,0,-650.737540858474
S,100,406,0,0,0,0,0,10150,0,-675.681458057829
S,100,407,0,0,0,0,0,10175,0,-699.874687593542
S,100,408,0,0,0,0,0,10200,0,-723.290350588387
S,100,409,0,0,0,0,0,10225,0,-745.902432047966
S,100,410,0,0,0,0,0,10250,0,-767.685809763582
S,100,411,9,0,0,0,0,10275,0,-788.616282223224
S,100,412,0,0,0,0,0,10300,0,-808.670595499642
S,100,413,0,0,0,0,0,10325,0,-827.826469085654
S,100,414,0,0,0,0,0,10350,0,-846.06262064797
S,100,415,0,0,0,0,0,10375,0,-863.358789672045
S,100,416,0,0,0,0,0,10400,0,-879.69575997167
S,100,417,7.3,0,0,0,0,10425,0,-895.055381038321
S,100,418,0,0,0,0,0,10450,0,-909.420588206517
S,100,419,0,0,0,0,0,10475,0,-922.775421612807
S,100,420,0,0,0,0,0,10500,0,-935.105043927309
S,100,421,0,0,0,0,0,10525,0,-946.395756838108
S,100,422,0,0,0,0,0,10550,0,-956.635016270188
S,100,423,0,0,0,0,0,10575,0,-965.811446322007
S,100,424,0,0,0,0,0,10600,0,-973.914851904218
S,100,425,0,0,0,0,0,10625,0,-980.936230066492
S,100,426,0,0,0,0,0,10650,0,-986.867779999874
S,100,427,0,0,0,0,0,10675,0,-991.702911703549
S,100,428,0,0,0,0,0,10700,0,-995.436253306377
S,100,429,0,0,0,0,0,10725,0,-998.063657035099
S,100,430,0,0,0,0,0,10750,0,-999.582203822536
S,100,431,0,0,0,0,0,10775,0,-999.990206550704
S,100,432,0,0,0,0,0,10800,0,-999.287211925211
S,100,433,0,0,0,0,0,10825,0,-997.474000978875
S,100,434,0,0,0,0,0,10850,0,-994.552588203989
S,100,435,0,0,0,0,0,10875,0,-990.526219314201
S,100,436,0,0,0,0,0,10900,0,-985.399367638501
S,100,437,0,0,0,0,0,10925,0,-979.177729151317
S,100,438,0,0,0,0,0,10950,0,-971.86821614424
S,100,439,0,0,0,0,0,10975,0,-963.478949546407
S,100,440,0,0,0,0,0,11000,0,-954.019249902089
S,100,441,0,0,0,0,0,11025,0,-943.499627015485
S,100,442,0,0,0,0,0,11050,0,-931.931768274242
S,100,443,0,0,0,0,0,11075,0,-919.328525664676
S,100,444,0,0,0,0,0,11100,0,-905.703901493103
S,100,445,-7.7,0,0,0,0,11125,0,-891.073032829167
S,100,446,0,0,0,0,0,11150,0,-875.452174688428
S,100,447,0,0,0,0,0,11175,0,-858.858681972908
S,100,448,0,0,0,0,0,11200,0,-841.310990189646
S,100,449,0,0,0,0,0,11225,0,-822.828594968709
S,100,450,0,0,0,0,0,11250,0,-803.432030403374
S,100,451,0,0,0,0,0,11275,0,-783.14284623659
S,100,452,0,0,0,0,0,11300,0,-761.983583919033
S,100,453,0,0,0,0,0,11325,0,-739.977751565369
S,100,454,0,0,0,0,0,11350,0,-717.149797836543
S,100,455,0,0,0,0,0,11375,0,-693.525084777122
S,100,456,0,0,0,0,0,11400,0,-669.129859637846
S,100,457,0,0,0,0,0,11425,0,-643.991225714721
S,100,458,0,0,0,0,0,11450,0,-618.137112237033
S,100,459,0,0,0,0,0,11475,0,-591.596243337747
S,100,460,0,0,0,0,0,11500,0,-564.398106140753
S,100,461,0,0,0,0,0,11525,0,-536.572918000435
S,100,462,0,0,0,0,0,11550,0,-508.151592929935
S,100,463,0,0,0,0,0,11575,0,-479.165707255437
S,100,464,0,0,0,0,0,11600,0,-449.647464534601
S,100,465,0,0,0,0,0,11625,0,-419.629659778152
S,100,466,0,0,0,0,0,11650,0,-389.145643014349
S,100,467,0,0,0,0,0,11675,0,-358.229282236829
S,100,468,0,0,0,0,0,11700,0,-326.914925776989
S,100,469,0,0,0,0,0,11725,0,-295.237364142707
S,100,470,0,0,0,0,0,11750,0,-263.231791365801
S,100,471,0,0,0,0,0,11775,0,-230.933765901168
S,100,472,0,0,0,0,0,11800,0,-198.37917112105
S,100,473,0,0,0,0,0,11825,0,-165.604175448309
S,100,474,0,0,0,0,0,11850,0,-132.645192173018
S,100,475,0,0,0,0,0,11875,0,-99.5388389969865
S,100,476,0,0,0,0,0,11900,0,-66.3218973512007
S,100,477,14.6,0,0,0,0,11925,0,-33.0312715313457
S,100,478,0,0,0,0,0,11950,0,0.296052303168795
S,100,479,0,0,0,0,0,11975,0,33.6230472211367
S,100,480,0,0,0,0,0,12000,0,66.9126866567809
S,100,481,0,0,0,0,0,12025,0,100.127985546573
S,100,482,0,0,0,0,0,12050,0,133.232041419942
S,100,483,0,0,0,0,0,12075,0,166.188075398226
S,100,484,0,0,0,0,0,12100,0,198.959473056309
S,100,485,0,0,0,0,0,12125,0,231.509825101539
S,100,486,0,0,0,0,0,12150,0,263.802967824769
S,100,487,0,0,0,0,0,12175,0,295.803023278522
S,100,488,0,0,0,0,0,12200,0,327.474439137693
S,100,489,0,0,0,0,0,12225,0,358.782028198471
S,100,490,0,0,0,0,0,12250,0,389.691007471616
S,100,491,0,0,0,0,0,12275,0,420.167036826641
S,100,492,0,0,0,0,0,12300,0,450.176257143986
S,100,493,0,0,0,0,0,12325,0,479.685327932774
S,100,494,0,0,0,0,0,12350,0,508.661464372374
S,100,495,0,0,0,0,0,12375,0,537.072473736604
S,100,496,0,0,0,0,0,12400,0,564.886791160116
S,100,497,0,0,0,0,0,12425,0,592.073514707223
S,100,498,0,0,0,0,0,12450,0,618.602439704201
S,100,499,0,0,0,0,0,12475,0,644.444092296935
