C_SU_MATCH,grnors,gaps,,,,,,,
Q,100,262,-45,0,0,0,2932,4576,500
Q,100,263,-45,0,0,0,2944,4592,500
Q,100,264,-45,0,0,0,2956,4608,500
Q,100,265,-45,0,0,0,2968,4624,500
Q,100,266,-45,0,0,0,2980,4640,500
Q,100,267,-45,0,0,0,2992,4656,500
Q,100,268,-45,0,0,0,3004,4672,500
Q,100,269,-46.2,0,0,0,3016,4688,512
Q,100,270,-45,0,0,0,3028,4704,500
Q,100,271,-45,0,0,0,3040,4720,500
Q,100,272,-45,0,0,0,3052,4736,500
Q,100,273,-42.8,0,0,0,3064,4752,478
Q,100,274,-45,0,0,0,3076,4768,500
Q,100,275,-45,0,0,0,3088,4784,500
Q,100,276,-45,0,0,0,3100,4800,500
Q,100,277,-45,0,0,0,3112,4816,500
Q,100,278,-45,0,0,0,3124,4832,500
Q,100,279,-45,0,0,0,3136,4848,500
Q,100,280,-45,0,0,0,3148,4864,500
Q,100,281,-45,0,0,0,3160,4880,500
Q,100,282,-45,0,0,0,3172,4896,500
Q,100,283,-45,0,0,0,3184,4912,500
Q,100,284,-45.7,0,0,0,3196,4928,507
Q,100,285,-45,0,0,0,3208,4944,500
Q,100,286,-45,0,0,0,3220,4960,500
Q,100,287,-45,0,0,0,3232,4976,500
Q,100,288,-45,0,0,0,3244,4992,500
Q,100,289,-45,0,0,0,3256,5008,500
Q,100,290,-45,0,0,0,3268,5024,500
Q,100,291,-45,0,0,0,3280,5040,500
Q,100,292,-45,0,0,0,3292,5056,500
Q,100,293,-45,0,0,0,3304,5072,500
Q,100,294,-45,0,0,0,3316,5088,500
Q,100,295,-45,0,0,0,3328,5104,500
Q,100,296,-45,0,0,0,3340,5120,500
Q,100,297,-45,0,0,0,3352,5136,500
Q,100,298,-45,0,0,0,3364,5152,500
Q,100,299,-45,0,0,0,3376,5168,500
Q,100,300,-45,0,0,0,3388,5184,500
Q,100,301,-47,0,0,0,3400,5200,520
Q,100,302,-49,0,0,0,3412,5216,540
Q,100,303,-51,0,0,0,3424,5232,560
Q,100,304,-53,0,0,0,3436,5248,580
Q,100,305,-55,0,0,0,3448,5264,600
Q,100,306,-57,0,0,0,3460,5280,620
Q,100,307,-59.5,0,0,0,3472,5296,645
Q,100,308,-61,0,0,0,3484,5312,660
Q,100,309,-63,0,0,0,3496,5328,680
Q,100,310,-65,0,0,0,3508,5344,700
Q,100,311,-67,0,0,0,3520,5360,720
Q,100,312,-69,0,0,0,3532,5376,740
Q,100,313,-71,0,0,0,3544,5392,760
Q,100,314,-73,0,0,0,3556,5408,780
Q,100,315,-79,0,0,0,3568,5424,840
Q,100,316,-77,0,0,0,3580,5440,820
Q,100,317,-79,0,0,0,3592,5456,840
Q,100,318,-81,0,0,0,3604,5472,860
Q,100,319,-83,0,0,0,3616,5488,880
Q,100,320,-85,0,0,0,3628,5504,900
Q,100,321,-87,0,0,0,3640,5520,920
Q,100,322,-89,0,0,0,3652,5536,940
Q,100,323,-91,0,0,0,3664,5552,960
Q,100,324,-93,0,0,0,3676,5568,980
Q,100,325,-95,0,0,0,3688,5584,1000
Q,100,326,-97,0,0,0,3700,5600,1020
Q,100,327,-99,0,0,0,3712,5616,1040
Q,100,328,-101,0,0,0,3724,5632,1060
Q,100,329,-102.4,0,0,0,3736,5648,1074
Q,100,330,-105,0,0,0,3748,5664,1100
Q,100,331,-107,0,0,0,3760,5680,1120
Q,100,332,-109,0,0,0,3772,5696,1140
Q,100,333,-111,0,0,0,3784,5712,1160
Q,100,334,-113,0,0,0,3796,5728,1180
Q,100,335,-115,0,0,0,3808,5744,1200
Q,100,336,-117,0,0,0,3820,5760,1220
Q,100,337,-119,0,0,0,3832,5776,1240
Q,100,338,-121,0,0,0,3844,5792,1260
Q,100,339,-123,0,0,0,3856,5808,1280
Q,100,340,-125,0,0,0,3868,5824,1300
Q,100,341,-127,0,0,0,3880,5840,1320
Q,100,342,-129,0,0,0,3892,5856,1340
Q,100,343,-131,0,0,0,3904,5872,1360
Q,100,344,-133,0,0,0,3916,5888,1380
Q,100,345,-135,0,0,0,3928,5904,1400
Q,100,346,-137,0,0,0,3940,5920,1420
Q,100,347,-139,0,0,0,3952,5936,1440
Q,100,348,-141.6,0,0,0,3964,5952,1466
Q,100,349,-143,0,0,0,3976,5968,1480
Q,100,350,-145,0,0,0,3988,5984,1500
Q,100,351,-142,0,0,0,4000,6000,1470
Q,100,352,-139,0,0,0,4012,6016,1440
Q,100,353,-136,0,0,0,4024,6032,1410
Q,100,354,-132.1,0,0,0,4036,6048,1371
Q,100,355,-130,0,0,0,4048,6064,1350
Q,100,356,-127,0,0,0,4060,6080,1320
Q,100,357,-124,0,0,0,4072,6096,1290
Q,100,358,-121,0,0,0,4084,6112,1260
Q,100,359,-118,0,0,0,4096,6128,1230
Q,100,360,-115,0,0,0,4108,6144,1200
Q,100,361,-112,0,0,0,4120,6160,1170
Q,100,362,-109,0,0,0,4132,6176,1140
Q,100,363,-112,0,0,0,4144,6192,1170
Q,100,364,-103,0,0,0,4156,6208,1080
Q,100,365,-100,0,0,0,4168,6224,1050
Q,100,366,-97,0,0,0,4180,6240,1020
Q,100,367,-94,0,0,0,4192,6256,990
Q,100,368,-91,0,0,0,4204,6272,960
Q,100,369,-88,0,0,0,4216,6288,930
Q,100,370,-85,0,0,0,4228,6304,900
Q,100,371,-82,0,0,0,4240,6320,870
Q,100,372,-79,0,0,0,4252,6336,840
Q,100,373,-76,0,0,0,4264,6352,810
Q,100,374,-73,0,0,0,4276,6368,780
Q,100,375,-70,0,0,0,4288,6384,750
Q,100,376,-67,0,0,0,4300,6400,720
Q,100,377,-64,0,0,0,4312,6416,690
Q,100,378,-61,0,0,0,4324,6432,660
Q,100,379,-58,0,0,0,4336,6448,630
Q,100,380,-55,0,0,0,4348,6464,600
Q,100,381,-52,0,0,0,4360,6480,570
Q,100,382,-49,0,0,0,4372,6496,540
Q,100,383,-46,0,0,0,4384,6512,510
Q,100,384,-43,0,0,0,4396,6528,480
Q,100,385,-40,0,0,0,4408,6544,450
Q,100,386,-37,0,0,0,4420,6560,420
Q,100,387,-34,0,0,0,4432,6576,390
Q,100,388,-31,0,0,0,4444,6592,360
Q,100,389,-28,0,0,0,4456,6608,330
Q,100,390,-25,0,0,0,4468,6624,300
Q,100,391,-27,0,0,0,4480,6640,320
Q,100,392,-29,0,0,0,4492,6656,340
Q,100,393,-31,0,0,0,4504,6672,360
Q,100,394,-33,0,0,0,4516,6688,380
Q,100,395,-35,0,0,0,4528,6704,400
Q,100,396,-37,0,0,0,4540,6720,420
Q,100,397,-39,0,0,0,4552,6736,440
Q,100,398,-41,0,0,0,4564,6752,460
Q,100,399,-43,0,0,0,4576,6768,480
Q,100,400,-46.1,0,0,0,4588,6784,511
Q,100,401,-47,0,0,0,4600,6800,520
Q,100,402,-49,0,0,0,4612,6816,540
Q,100,403,-51,0,0,0,4624,6832,560
Q,100,404,-53,0,0,0,4636,6848,580
Q,100,405,-55,0,0,0,4648,6864,600
Q,100,406,-57,0,0,0,4660,6880,620
Q,100,407,-59,0,0,0,4672,6896,640
Q,100,408,-61,0,0,0,4684,6912,660
Q,100,409,-63,0,0,0,4696,6928,680
Q,100,410,-65.7,0,0,0,4708,6944,707
Q,100,411,-67,0,0,0,4720,6960,720
Q,100,412,-69,0,0,0,4732,6976,740
Q,100,413,-71,0,0,0,4744,6992,760
Q,100,414,-73,0,0,0,4756,7008,780
Q,100,415,-75,0,0,0,4768,7024,800
Q,100,416,-77,0,0,0,4780,7040,820
Q,100,417,-79,0,0,0,4792,7056,840
Q,100,418,-81,0,0,0,4804,7072,860
Q,100,419,-83,0,0,0,4816,7088,880
Q,100,420,-85.9,0,0,0,4828,7104,909
Q,100,421,-87,0,0,0,4840,7120,920
Q,100,422,-89,0,0,0,4852,7136,940
Q,100,423,-91,0,0,0,4864,7152,960
Q,100,424,-93,0,0,0,4876,7168,980
Q,100,425,-95,0,0,0,4888,7184,1000
Q,100,426,-97,0,0,0,4900,7200,1020
Q,100,427,-99,0,0,0,4912,7216,1040
Q,100,428,-101,0,0,0,4924,7232,1060
Q,100,429,-103,0,0,0,4936,7248,1080
Q,100,430,-105,0,0,0,4948,7264,1100
Q,100,431,-107,0,0,0,4960,7280,1120
Q,100,432,-109.4,0,0,0,4972,7296,1144
Q,100,433,-111,0,0,0,4984,7312,1160
Q,100,434,-113,0,0,0,4996,7328,1180
Q,100,435,-115,0,0,0,5008,7344,1200
Q,100,436,-117,0,0,0,5020,7360,1220
Q,100,437,-119,0,0,0,5032,7376,1240
Q,100,438,-121,0,0,0,5044,7392,1260
Q,100,439,-123,0,0,0,5056,7408,1280
Q,100,440,-125,0,0,0,5068,7424,1300
Q,100,441,-127,0,0,0,5080,7440,1320
Q,100,442,-129,0,0,0,5092,7456,1340
Q,100,443,-128.3,0,0,0,5104,7472,1333
Q,100,444,-133,0,0,0,5116,7488,1380
Q,100,445,-135,0,0,0,5128,7504,1400
Q,100,446,-137,0,0,0,5140,7520,1420
Q,100,447,-139,0,0,0,5152,7536,1440
Q,100,448,-141,0,0,0,5164,7552,1460
Q,100,449,-143,0,0,0,5176,7568,1480
Q,100,450,-145,0,0,0,5188,7584,1500
Q,100,451,-147,0,0,0,5200,7600,1520
Q,100,452,-149,0,0,0,5212,7616,1540
Q,100,453,-151,0,0,0,5224,7632,1560
Q,100,454,-153,0,0,0,5236,7648,1580
Q,100,455,-155,0,0,0,5248,7664,1600
Q,100,456,-157,0,0,0,5260,7680,1620
Q,100,457,-159,0,0,0,5272,7696,1640
Q,100,458,-161,0,0,0,5284,7712,1660
Q,100,459,-163,0,0,0,5296,7728,1680
Q,100,460,-165,0,0,0,5308,7744,1700
Q,100,461,-167,0,0,0,5320,7760,1720
Q,100,462,-169,0,0,0,5332,7776,1740
Q,100,463,-171,0,0,0,5344,7792,1760
Q,100,464,-173,0,0,0,5356,7808,1780
Q,100,465,-175,0,0,0,5368,7824,1800
Q,100,466,-176.5,0,0,0,5380,7840,1815
Q,100,467,-179,0,0,0,5392,7856,1840
Q,100,468,-181,0,0,0,5404,7872,1860
Q,100,469,-183,0,0,0,5416,7888,1880
Q,100,470,-185,0,0,0,5428,7904,1900
Q,100,471,-185.2,0,0,0,5440,7920,1902
Q,100,472,-189,0,0,0,5452,7936,1940
Q,100,473,-191,0,0,0,5464,7952,1960
Q,100,474,-193,0,0,0,5476,7968,1980
Q,100,475,-195,0,0,0,5488,7984,2000
Q,100,476,-197,0,0,0,5500,8000,2020
Q,100,477,-199,0,0,0,5512,8016,2040
Q,100,478,-201,0,0,0,5524,8032,2060
Q,100,479,-203,0,0,0,5536,8048,2080
Q,100,480,-205,0,0,0,5548,8064,2100
Q,100,481,-207,0,0,0,5560,8080,2120
Q,100,482,-209,0,0,0,5572,8096,2140
Q,100,483,-211,0,0,0,5584,8112,2160
Q,100,484,-213,0,0,0,5596,8128,2180
Q,100,485,-216.2,0,0,0,5608,8144,2212
Q,100,486,-217,0,0,0,5620,8160,2220
Q,100,487,-219,0,0,0,5632,8176,2240
Q,100,488,-221,0,0,0,5644,8192,2260
Q,100,489,-223,0,0,0,5656,8208,2280
Q,100,490,-225,0,0,0,5668,8224,2300
Q,100,491,-227,0,0,0,5680,8240,2320
Q,100,492,-229,0,0,0,5692,8256,2340
Q,100,493,-231,0,0,0,5704,8272,2360
Q,100,494,-233,0,0,0,5716,8288,2380
Q,100,495,-235,0,0,0,5728,8304,2400
Q,100,496,-237,0,0,0,5740,8320,2420
Q,100,497,-239,0,0,0,5752,8336,2440
Q,100,498,-241,0,0,0,5764,8352,2460
Q,100,499,-243,0,0,0,5776,8368,2480
